## RunInfo	version:0.6.5	annotated_features:14968	total_fragments:75420262	pair_mapped:51438067	pair_mixed:20568016	single_mapped:0	unmapped:3414179	unique:44223530	ambig:27782553	overlap_unique:283285	overlap_ambig:1907943
transcript	transcript_length	final_count	final_conf	final_prop	init_aligned	unique_count	init_best	init_best_random	init_best_avg	init_prop
MER61_17q11.2	3561	8	8.00	7.21e-06	20	8	8	8	8.00	7.21e-06
HERVL40_Xp11.23b	3469	8	8.00	7.21e-06	8	8	8	8	8.00	7.21e-06
HERVL_6q13b	5188	8	8.00	7.1e-06	35	8	8	8	8.00	7.1e-06
ERVLB4_15q11.2u	4306	8	8.00	7.1e-06	25	8	8	8	8.50	7.1e-06
HERVH_9q33.3b	1763	8	8.00	7.1e-06	6337	8	9	11	9.85	7.1e-06
ERVL_2p15	1913	8	8.00	7.06e-06	10	8	8	8	8.00	7.06e-06
ERVLE_13q32.1b	4544	8	8.00	7.04e-06	15	8	11	11	11.00	7.04e-06
ERVLB4_8q22.1	647	8	8.00	7.02e-06	8	8	8	8	8.00	7.02e-06
HERVL_6q22.33b	3221	8	8.00	7.02e-06	12	8	8	8	8.40	7.02e-06
ERVLB4_4q34.3d	1800	8	8.00	6.96e-06	8	8	8	8	8.00	6.96e-06
HERVL_2p25.1	2635	8	8.00	6.9e-06	8	7	8	8	8.00	6.9e-06
HML3_11q12.1	6187	8	8.00	6.89e-06	54	6	8	10	9.50	6.89e-06
HERVL66_9p22.2	1854	8	8.00	6.85e-06	9	8	8	8	8.00	6.85e-06
MER4B_2p15	7753	8	8.00	6.83e-06	55	8	8	9	8.83	6.83e-06
ERVLE_2q31.2	2824	8	8.00	6.82e-06	14	8	8	8	8.00	6.82e-06
MER41_Xq13.2a	2607	8	8.00	6.73e-06	8	8	8	8	8.00	6.73e-06
HERV9_10p13	7788	8	7.00	6.66e-06	241	7	11	14	12.61	8.55e-06
HUERSP3_2q14.2	3823	8	8.00	6.59e-06	25	8	8	8	8.00	6.59e-06
HERVH_14q22.1b	6808	8	8.00	6.59e-06	580	8	10	10	10.48	6.59e-06
ERVLB4_3q29b	1141	8	8.00	6.55e-06	12	7	8	8	8.00	6.56e-06
HERVH_2p16.3a	8991	8	8.00	6.54e-06	2176	8	8	9	10.02	6.68e-06
ERVLB4_15q23a	6036	8	8.00	6.54e-06	18	8	8	8	8.00	6.54e-06
HERVFRD_10p11.22a	1987	8	8.00	6.5e-06	8	8	8	8	8.00	6.5e-06
HUERSP3B_1q21.3	2299	8	8.00	6.48e-06	50	6	8	8	8.00	6.48e-06
ERV316A3_11q23.1d	3260	8	8.00	6.47e-06	8	8	8	8	8.00	6.47e-06
LTR23_2q14.3	842	8	8.00	6.47e-06	19	8	8	8	8.00	6.47e-06
ERVLE_8q24.3f	1351	8	8.00	6.47e-06	29	8	9	10	10.00	6.47e-06
HERVL_6q16.1c	6769	8	8.00	6.25e-06	28	8	8	8	8.00	6.25e-06
ERVLB4_13q13.2	1454	8	8.00	6.2e-06	26	8	8	8	8.00	6.2e-06
HARLEQUIN_2q32.1	5373	8	8.00	6.2e-06	75	5	8	9	8.50	6.28e-06
HERVH_16p12.3	6765	8	8.00	6.08e-06	2326	7	11	13	13.51	9.51e-06
ERV316A3_5q21.3c	1306	8	8.00	6.07e-06	8	8	8	8	8.00	6.07e-06
ERVLB4_18q11.2	7618	8	8.00	5.9e-06	16	8	8	8	8.00	5.9e-06
HERV4_15q21.3	4234	8	8.00	5.85e-06	23	8	8	8	8.00	5.85e-06
HERVH_12p13.31a	3276	8	8.00	5.76e-06	2206	1	10	11	10.98	6.34e-06
MER4_2q21.1a	642	8	3.00	5.73e-06	13	0	5	6	6.45	5.16e-06
HERVW_Xp22.31	4900	8	8.00	5.68e-06	68	7	8	8	8.00	5.68e-06
HERVL_4q34.3a	1781	8	8.00	5.61e-06	8	8	8	8	8.00	5.61e-06
HERVH_6q14.1f	7233	8	6.00	5.55e-06	81774	3	32	122	125.98	6.12e-05
ERVLB4_14q13.3	1137	8	8.00	5.43e-06	8	8	8	8	8.00	5.43e-06
ERVLB4_12p13.2e	1475	8	7.00	5.22e-06	40	3	8	13	17.00	5.47e-06
ERVLB4_2q37.1b	1379	8	8.00	5.19e-06	14	7	9	9	9.00	5.19e-06
MER61_2q35	4673	8	8.00	5.19e-06	26	8	8	9	8.50	5.19e-06
ERVLB4_4q34.3e	2374	8	8.00	5.09e-06	9	8	8	8	8.00	5.09e-06
HERVW_2q13	5644	8	8.00	5.06e-06	299	8	11	14	14.22	5.92e-06
HERVFRD_4q31.21	6156	8	8.00	5.06e-06	15	8	8	8	8.00	5.06e-06
LTR25_14q24.2	2195	8	8.00	5.01e-06	8	8	8	8	8.00	5.01e-06
HERVH_18q11.2	5037	8	7.00	4.9e-06	40683	5	19	90	84.84	7.53e-05
HERVIP10FH_19p12c	4875	8	7.00	4.84e-06	18	7	10	12	11.50	4.84e-06
HML3_3q27.2b	5847	8	8.00	4.82e-06	114	6	10	10	10.00	5.88e-06
HERVL_13q21.2	5228	8	8.00	4.8e-06	26	7	8	8	8.00	4.8e-06
HERVK11_6q25.3	7006	8	8.00	4.69e-06	46	5	13	13	13.00	6.13e-06
HERVL_3q25.32	4252	8	8.00	4.64e-06	24	8	8	8	8.00	4.64e-06
HERVH_7q34b	1686	8	8.00	4.51e-06	168	7	8	8	8.02	4.51e-06
HERVS71_19p12b	9757	8	8.00	4.51e-06	12	8	8	8	8.50	4.51e-06
ERVLB4_4p15.2a	5246	8	8.00	4.51e-06	48	8	8	9	9.08	4.51e-06
MER34B_19p13.11	3922	8	8.00	4.43e-06	61	8	9	9	9.50	4.43e-06
ERV316A3_18q11.2f	1624	8	8.00	4.43e-06	11	8	9	10	9.20	4.43e-06
HUERSP1_20p11.21	1871	8	8.00	4.38e-06	16	8	8	8	8.00	4.38e-06
ERV316A3_15q26.3a	4945	8	8.00	4.27e-06	25	8	8	8	8.00	4.27e-06
HML1_6q27a	1235	8	8.00	4.23e-06	11	5	8	8	8.00	4.23e-06
MER41_3q27.1	5029	8	8.00	4.14e-06	106	8	9	9	9.00	4.14e-06
PABLA_8p21.3b	3151	8	8.00	4.09e-06	35	8	8	10	9.83	4.09e-06
HUERSP3B_18q21.1	7338	8	7.00	4.08e-06	492	7	10	11	11.00	4.3e-06
ERVLB4_12p13.31b	8391	8	8.00	4.07e-06	40	8	8	9	8.58	4.07e-06
MER4B_12p12.1a	3699	8	8.00	4.02e-06	9	8	8	8	8.00	4.02e-06
HERVE_9q34.3	7408	8	6.00	4.01e-06	111	2	9	9	9.77	4.02e-06
MER41_9q31.1a	4429	8	8.00	4e-06	9	8	8	8	8.00	4e-06
ERVLB4_3q26.31c	3796	8	8.00	3.88e-06	8	8	8	8	8.00	3.88e-06
HERVH_1q32.2b	5118	8	8.00	3.85e-06	5222	5	8	9	9.04	3.87e-06
MER4_3q13.2b	4381	8	8.00	3.6e-06	16	8	8	8	8.00	3.6e-06
MER61_7p21.1	4366	8	8.00	3.59e-06	13	7	8	8	8.00	3.59e-06
HERVL40_2p23.3b	4322	8	8.00	3.54e-06	136	8	8	12	14.17	6.14e-06
HERVL40_21q21.1a	596	8	8.00	3.31e-06	8	8	8	8	8.00	3.31e-06
HERVH_16q21e	3779	8	6.00	3.26e-06	88378	1	321	1610	1595.11	0.000954
MER4_9p13.3a	8431	8	8.00	3.14e-06	42	7	8	8	8.00	3.14e-06
ERVLE_7q36.1a	1229	8	8.00	3.05e-06	37	8	8	11	10.50	3.05e-06
MER41_Xq13.3a	5799	8	8.00	3.04e-06	15	8	8	8	8.25	3.04e-06
HERVH_3q26.31b	6327	8	4.00	2.8e-06	4658	2	11	18	22.37	2.84e-06
LTR25_Xq21.1a	4869	8	8.00	2.6e-06	11	8	8	8	8.00	2.6e-06
HERVH_5q34e	4593	8	8.00	2.59e-06	11264	6	11	16	15.52	2.91e-06
HERVL_12q24.22	7033	8	8.00	2.07e-06	61	5	8	9	8.50	2.08e-06
ERV316A3_1p36.22b	2287	8	8.00	1.77e-06	9	8	8	8	8.50	1.77e-06
HERVH_20p11.23a	5638	8	7.00	1.69e-06	6133	2	24	27	25.38	1.93e-06
HML2_6p22.1	10368	8	8.00	1.68e-06	577	8	9	9	9.35	1.8e-06
HERVH_13q21.1d	5849	8	6.00	1.6e-06	316497	4	361	1667	1639.65	0.000982
HERVH_8q22.3a	2512	8	8.00	1.58e-06	2150	7	9	9	9.22	1.58e-06
ERVLB4_3p26.2b	1244	8	8.00	1.55e-06	8	8	8	8	8.00	1.55e-06
HUERSP1_12p12.1	3278	8	8.00	1.54e-06	14	8	9	11	10.50	1.54e-06
HERVH_13q31.1e	5969	8	7.00	1.53e-06	284935	5	103	528	523.32	0.00045
HERVL74_7q21.3a	707	8	8.00	1.46e-06	8	8	8	8	8.00	1.46e-06
HML1_10p15.1	3177	8	8.00	1.29e-06	11	8	9	9	9.00	1.29e-06
HERVL74_14q12	1465	8	8.00	9.89e-07	8	8	8	8	8.00	9.89e-07
HERVH_9p21.3a	3758	8	6.00	8.3e-07	95290	4	22	62	73.21	7.89e-05
HERVH_9q21.12	5681	8	8.00	7.59e-07	53474	5	27	124	118.07	4.4e-05
MER4B_13q14.11a	2203	8	8.00	6.31e-07	21	8	14	15	15.50	6.31e-07
HERVFH21_1q23.1	6589	8	8.00	5.05e-07	13	8	9	9	9.50	5.05e-07
HERVH_6p25.1	5791	8	7.00	4.49e-10	169797	3	85	332	336.27	0.000307
HERVH_9q21.31a	5854	8	7.00	1.17e-10	243983	4	494	1010	1028.99	0.000264
HERVH_6q16.3a	5787	8	8.00	6.24e-11	64312	7	30	71	70.11	4.18e-05
HERVH_1q44	5341	8	7.00	3.31e-11	32343	7	12	23	26.26	7.49e-06
ERVLB4_8p23.1e	569	7	0.00	1.1e-05	150	0	8	24	24.67	1.57e-05
HML2_5q33.3	9180	7	3.00	1.06e-05	9363	1	21	373	363.47	0.000332
ERV316A3_2p15b	1451	7	7.00	9.05e-06	7	7	7	7	7.00	9.05e-06
HERVH_3p21.31b	4359	7	7.00	8.07e-06	1297	4	7	7	7.35	8.08e-06
LTR19_3q13.33b	3147	7	7.00	7.95e-06	10	7	7	7	7.00	7.95e-06
HERVIP10F_11q24.2	5275	7	7.00	7.85e-06	57	7	7	13	10.83	7.9e-06
HERVEA_8p11.21	2610	7	7.00	7.77e-06	18	4	8	8	8.00	7.77e-06
ERVLE_4q21.23c	1272	7	7.00	7.29e-06	7	7	7	7	7.00	7.29e-06
ERVLE_21q22.11b	1708	7	7.00	7.13e-06	7	7	7	7	7.00	7.13e-06
ERVLB4_10q23.31b	5422	7	7.00	7.11e-06	7	7	7	7	7.00	7.11e-06
HERVL_3q11.2b	2631	7	7.00	7.06e-06	9	7	7	7	7.00	7.06e-06
LTR25_5q21.1a	4104	7	7.00	6.82e-06	7	7	7	7	7.00	6.82e-06
MER4_6q26b	4460	7	7.00	6.77e-06	9	7	7	7	7.00	6.77e-06
ERVLE_2q14.1c	2547	7	7.00	6.77e-06	11	7	7	7	7.00	6.77e-06
ERVLB4_12q22c	1829	7	7.00	6.71e-06	7	7	7	7	7.00	6.71e-06
LTR25_12p11.22a	783	7	7.00	6.71e-06	9	7	7	7	7.00	6.71e-06
ERV316A3_4p16.1g	2748	7	7.00	6.71e-06	8	7	7	7	7.00	6.71e-06
MER41_9p22.3	4309	7	7.00	6.66e-06	9	6	7	7	7.00	6.66e-06
HERVI_22q13.2	2999	7	7.00	6.66e-06	122	7	7	31	30.83	1.98e-05
PABLB_4p15.1	2864	7	7.00	6.63e-06	7	7	7	7	7.00	6.63e-06
HERVL40_10p12.31a	2141	7	7.00	6.62e-06	8	7	7	7	7.00	6.62e-06
HERVL_Xq11.1b	6752	7	7.00	6.58e-06	24	7	7	7	7.00	6.58e-06
HERVL40_4q28.3c	2527	7	7.00	6.51e-06	7	7	7	7	7.00	6.51e-06
HERVL40_Xp11.23a	4896	7	7.00	6.42e-06	8	7	7	7	7.00	6.42e-06
PRIMA41_9q22.32	3103	7	7.00	6.2e-06	7	7	7	7	7.00	6.2e-06
MER4B_1q24.2	2619	7	7.00	6.14e-06	7	7	7	7	7.00	6.14e-06
HERVIP10F_7p13	2429	7	7.00	6.14e-06	12	5	7	7	7.00	6.14e-06
ERV316A3_22q13.33a	2598	7	7.00	6.12e-06	30	7	8	10	10.00	6.12e-06
ERV316A3_13q14.3a	2142	7	7.00	6.1e-06	7	7	7	7	7.00	6.1e-06
MER41_14q32.32	5590	7	7.00	5.92e-06	8	7	7	7	7.00	5.92e-06
HERVIP10FH_Yp11.2b	6975	7	7.00	5.89e-06	37	7	7	7	7.50	5.95e-06
ERVLE_Xp22.2b	2137	7	7.00	5.81e-06	7	7	7	7	7.00	5.81e-06
HERVEA_3q25.32	8779	7	7.00	5.8e-06	56	3	7	7	7.27	5.8e-06
MER41_14q12	1908	7	7.00	5.8e-06	8	7	7	7	7.00	5.8e-06
ERV316A3_3q27.3d	3681	7	7.00	5.74e-06	61	7	7	8	10.33	5.76e-06
HUERSP1_15q24.1	1666	7	7.00	5.72e-06	26	7	7	7	7.50	5.72e-06
ERV316A3_8q21.3g	5399	7	7.00	5.71e-06	81	7	7	7	7.00	5.71e-06
HARLEQUIN_19p12e	9745	7	7.00	5.7e-06	167	7	9	10	9.55	6.07e-06
HERVFRD_14q11.2	6629	7	7.00	5.61e-06	10	6	7	8	7.50	5.61e-06
HERVL_12q14.2a	7088	7	7.00	5.57e-06	52	6	8	8	8.00	5.56e-06
ERVLB4_10q23.33c	6018	7	7.00	5.55e-06	11	7	7	8	7.33	5.55e-06
HERVI_3p21.2	4309	7	7.00	5.41e-06	7	7	7	7	7.00	5.41e-06
HERVH_2p25.3	5792	7	7.00	5.39e-06	3083	3	7	7	8.41	5.41e-06
HERVL74_10q21.1	7395	7	7.00	5.38e-06	61	7	7	7	7.02	5.38e-06
MER61_3p24.3	5607	7	7.00	5.36e-06	14	7	7	7	7.00	5.36e-06
HERVIP10F_Yp11.2a	2402	7	7.00	5.36e-06	8	0	6	6	6.50	4.92e-06
ERVLB4_3p11.1c	3412	7	7.00	5.32e-06	9	7	9	9	9.00	5.32e-06
HERVL_7q11.23	4528	7	7.00	5.31e-06	20	7	7	7	7.00	5.31e-06
ERVLE_11q22.3g	1414	7	6.00	5.3e-06	26	6	9	9	9.50	5.31e-06
ERVLE_9p21.1	3477	7	7.00	5.29e-06	7	7	7	7	7.00	5.29e-06
MER41_19q13.43a	3498	7	7.00	5.27e-06	36	7	11	11	11.50	5.27e-06
PRIMA4_21q22.3	842	7	7.00	5.26e-06	7	7	7	7	7.00	5.26e-06
ERV316A3_13q12.13c	1456	7	7.00	5.14e-06	7	6	7	7	7.00	5.14e-06
PABLB_8q21.11	8417	7	7.00	5.06e-06	7	7	7	7	7.00	5.06e-06
HARLEQUIN_2q14.1	6837	7	6.00	5.03e-06	121	0	7	9	9.50	5.78e-06
ERVLE_8q24.22b	2665	7	7.00	4.94e-06	7	7	7	7	7.00	4.94e-06
ERVLE_2p13.2b	3659	7	7.00	4.81e-06	10	7	7	7	7.25	4.81e-06
ERVLE_11q13.5b	1137	7	7.00	4.7e-06	7	7	7	7	7.00	4.7e-06
HUERSP3_3q26.32	9914	7	7.00	4.69e-06	8	7	7	7	7.00	4.69e-06
ERVLE_7q32.2a	860	7	7.00	4.68e-06	7	7	7	7	7.00	4.68e-06
ERV316A3_2q31.2	2804	7	7.00	4.63e-06	7	7	7	7	7.00	4.63e-06
HERVL_9q21.32	4036	7	6.00	4.62e-06	28	2	6	6	6.50	4.53e-06
HERVL_9q31.2	4662	7	7.00	4.56e-06	27	5	7	7	7.00	4.56e-06
ERV316A3_3q13.12a	3376	7	7.00	4.56e-06	10	7	7	7	7.00	4.56e-06
HERVL_18q12.2a	6511	7	7.00	4.53e-06	28	7	7	7	7.00	4.53e-06
ERV316A3_2q32.3a	2613	7	7.00	4.41e-06	8	7	7	7	7.00	4.41e-06
ERVLB4_5q21.3a	617	7	7.00	4.35e-06	7	7	7	7	7.00	4.35e-06
HML3_1q44	5514	7	6.00	4.33e-06	108	3	7	8	7.20	4.42e-06
MER61_Xq11.1	4654	7	7.00	4.26e-06	8	7	7	7	7.00	4.26e-06
ERVLB4_8q23.1a	4345	7	7.00	4.21e-06	19	7	7	8	7.50	4.21e-06
MER61_5q23.2b	1105	7	6.00	4.2e-06	9	6	8	8	8.00	4.2e-06
MER4_6q22.31	2910	7	7.00	4.19e-06	11	7	7	7	7.00	4.19e-06
MER101_7q22.1a	2593	7	7.00	4.17e-06	8	7	8	8	8.00	4.17e-06
ERVLE_9q21.31a	2216	7	7.00	4.16e-06	7	7	7	7	7.00	4.16e-06
ERVLB4_8p23.1d	549	7	1.00	4.08e-06	49	0	0	3	2.40	2.07e-06
MER4_8q24.3b	4169	7	7.00	3.99e-06	37	7	8	9	8.58	3.99e-06
HML4_10p15.1	9329	7	7.00	3.96e-06	14	7	7	7	7.00	3.96e-06
ERV316A3_2q14.1c	1388	7	7.00	3.96e-06	12	7	7	7	7.00	3.96e-06
ERVLB4_1q32.2a	2625	7	7.00	3.79e-06	8	7	7	7	7.00	3.79e-06
MER61_3p14.2	5779	7	7.00	3.68e-06	16	7	7	7	7.00	3.68e-06
HERVIP10FH_7p13	11256	7	7.00	3.55e-06	83	5	7	7	7.20	3.56e-06
HERVH_2q33.1b	6307	7	5.00	3.48e-06	96412	2	343	471	482.85	0.000202
HERVH_19p12b	6319	7	5.00	3.47e-06	177194	2	47	372	359.32	0.000337
MER41_6q26b	6595	7	7.00	3.47e-06	78	7	7	7	7.00	3.47e-06
LTR57_14q22.1	5672	7	7.00	3.34e-06	17	7	7	7	7.00	3.34e-06
HUERSP1_9q33.1a	4854	7	7.00	3.33e-06	7	7	7	7	7.00	3.33e-06
HERVH_7p14.3e	4798	7	3.00	3.3e-06	103065	0	47	214	211.52	0.000126
HUERSP3B_5q31.3	3111	7	7.00	3.26e-06	46	7	8	8	8.00	3.26e-06
HERVE_4p16.3a	3836	7	7.00	3.24e-06	41	2	7	7	7.00	3.23e-06
ERVLB4_12q13.13	6233	7	7.00	3.22e-06	99	7	8	8	10.33	4.38e-06
MER41_8p11.22	1696	7	7.00	3.19e-06	8	7	7	7	7.00	3.19e-06
HML3_8p11.22	5622	7	7.00	3.17e-06	43	4	5	6	5.50	3.17e-06
ERV316A3_14q11.2f	851	7	7.00	3.11e-06	7	7	7	7	7.00	3.11e-06
MER4_7p11.2d	3572	7	7.00	3.07e-06	39	6	7	7	7.00	3.07e-06
HERVH_18q12.2c	6357	7	6.00	2.99e-06	9190	1	10	21	17.20	5.68e-06
ERVLE_12q21.33	1770	7	7.00	2.99e-06	7	7	7	7	7.00	2.99e-06
HERVH_8q23.3c	5480	7	6.00	2.98e-06	233432	6	825	1568	1571.17	0.000576
MER41_7q11.23	4232	7	7.00	2.66e-06	25	7	7	8	7.50	2.66e-06
MER101_12q24.13b	3667	7	7.00	2.65e-06	18	7	9	9	9.00	2.65e-06
HERVH_16q24.1b	5637	7	5.00	2.63e-06	176013	5	336	828	833.69	0.000342
MER4_3q29e	5495	7	7.00	2.58e-06	27	7	9	9	10.00	2.58e-06
ERVLE_15q26.3d	1628	7	7.00	2.46e-06	7	7	7	7	7.00	2.46e-06
HERVH_12q24.32	4415	7	7.00	2.35e-06	114	6	7	8	7.34	2.35e-06
HERVL74_10q23.33	2444	7	7.00	2.26e-06	7	7	7	7	7.00	2.26e-06
ERVLB4_Xq12a	4128	7	7.00	2.18e-06	23	7	7	7	7.00	2.18e-06
HERVL_3p14.1a	4488	7	7.00	2.17e-06	31	4	7	7	7.00	2.17e-06
HERVH_20p12.1a	5673	7	6.00	2.09e-06	267787	5	408	1469	1489.50	0.000946
HERVL40_19q13.2	4513	7	7.00	2.06e-06	48	7	7	7	7.50	2.06e-06
HERVH_18q12.1a	5855	7	7.00	2.05e-06	84884	2	34	92	90.98	4.54e-05
MER4_8q24.3d	1978	7	7.00	1.95e-06	10	7	7	7	7.00	1.95e-06
PABLB_3p24.3	8702	7	7.00	1.89e-06	19	7	7	7	7.00	1.89e-06
HERVH_19p13.2a	1860	7	7.00	1.71e-06	322	6	9	9	9.02	1.71e-06
HERVH_10q21.1d	5826	7	6.00	1.67e-06	330060	3	411	854	849.45	0.000601
MER41_19q13.43b	1107	7	7.00	1.52e-06	7	7	7	7	7.00	1.52e-06
HERVH_11q13.2e	10092	7	5.00	1.48e-06	20171	1	28	50	49.90	3.97e-06
ERV316A3_16q23.1a	4188	7	7.00	1.48e-06	1288	7	34	90	86.50	1.58e-06
MER41_1q21.3a	1451	7	7.00	1.44e-06	39	6	9	10	10.25	1.44e-06
HERVH_2q34c	6357	7	7.00	1.43e-06	121234	6	674	864	867.35	0.000159
HERVH_3q24c	3709	7	2.00	1.4e-06	22977	1	11	40	49.77	3.88e-05
HERVH_10p14a	5963	7	5.00	1.39e-06	209847	2	130	613	602.55	0.000178
HERVH_8q21.3c	4404	7	5.00	1.37e-06	93226	2	71	391	400.55	0.00033
HERVH_9p21.2a	6289	7	3.00	1.32e-06	14259	2	18	50	53.22	2.08e-06
HERVE_2p14a	3612	7	7.00	8.56e-07	9	7	7	7	7.00	8.56e-07
HERVH_14q31.3b	6165	7	6.00	4.75e-07	26196	3	15	24	22.11	1.13e-05
HERVH_6p24.1	5845	7	5.00	4.4e-07	65001	1	16	66	64.45	4.73e-05
LTR19_10q25.1	2510	7	7.00	2.44e-07	9	5	7	7	7.00	2.44e-07
HERVH_11q24.1a	6210	7	7.00	2e-07	39763	3	24	37	38.89	9.7e-06
HERVH_7p21.1c	4985	7	7.00	1.53e-09	19589	7	12	19	19.70	3.35e-06
HERVH_Xq22.3	5814	7	5.00	4.08e-10	53342	3	26	56	58.05	1.25e-05
HERVH_8q22.2	5915	7	6.00	1.78e-10	233057	6	128	470	465.94	0.000358
PABLB_2q31.1	3612	6	6.00	7.76e-06	11	6	6	6	6.25	7.76e-06
MER101_6q22.32a	1341	6	6.00	7.76e-06	6	6	6	6	6.00	7.76e-06
HERVL_7q31.33c	2189	6	6.00	7.76e-06	6	6	6	6	6.00	7.76e-06
HUERSP3_5q14.3	1950	6	6.00	7.76e-06	6	6	6	6	6.00	7.76e-06
HERVIP10F_10p12.31	4573	6	6.00	7.1e-06	8	6	6	6	6.00	7.1e-06
ERVLE_8q21.3e	4562	6	6.00	7.1e-06	7	6	6	6	6.00	7.1e-06
ERVLB4_8q23.3c	3060	6	6.00	6.96e-06	6	6	6	6	6.00	6.96e-06
MER4B_14q12	6690	6	6.00	6.96e-06	6	6	6	6	6.00	6.96e-06
ERVLE_4q35.2c	1711	6	6.00	6.86e-06	6	6	6	6	6.00	6.86e-06
ERVLE_1p22.1a	2051	6	6.00	6.71e-06	6	6	6	6	6.00	6.71e-06
HERVIP10F_19p13.2b	3598	6	6.00	6.71e-06	7	6	6	6	6.00	6.71e-06
LTR25_Yq11.221a	5085	6	6.00	6.66e-06	10	6	6	6	6.00	6.66e-06
ERV316A3_1q24.2b	1968	6	6.00	6.47e-06	6	6	6	6	6.00	6.47e-06
MER41_9q21.13b	1699	6	6.00	6.47e-06	6	6	6	6	6.00	6.47e-06
MER34B_Xq24	739	6	6.00	6.43e-06	6	6	6	6	6.00	6.43e-06
HERVL_9q22.31	2011	6	6.00	6.43e-06	10	6	6	6	6.00	6.43e-06
HERVH_10q11.22	4912	6	6.00	6.19e-06	5191	4	8	11	10.29	6.24e-06
MER41_17p11.2a	4253	6	6.00	6.05e-06	11	6	6	6	6.50	6.05e-06
ERV316A3_8q21.11d	2965	6	6.00	6.05e-06	6	6	6	6	6.00	6.05e-06
ERV316A3_4q28.3q	2941	6	6.00	5.99e-06	6	6	6	6	6.00	5.99e-06
ERVLE_7p14.3c	918	6	6.00	5.98e-06	6	6	6	6	6.00	5.98e-06
MER41_6q14.1e	3814	6	6.00	5.86e-06	6	6	6	6	6.00	5.86e-06
HERVIP10FH_4q28.3	6264	6	6.00	5.84e-06	38	5	6	6	6.00	5.84e-06
HERVE_4p16.3b	3787	6	6.00	5.81e-06	56	0	6	6	6.00	5.77e-06
ERVLE_9q33.2b	4547	6	6.00	5.8e-06	8	6	6	6	6.00	5.8e-06
MER4B_1q44a	1206	6	6.00	5.75e-06	6	6	6	6	6.00	5.75e-06
HUERSP2_3q21.3	4069	6	6.00	5.66e-06	6	6	6	6	6.00	5.66e-06
MER61_14q23.3	6043	6	6.00	5.64e-06	10	6	6	6	6.00	5.64e-06
ERVLB4_Xq22.1a	5905	6	6.00	5.58e-06	7	6	6	6	6.50	5.58e-06
ERVLE_22q13.2b	586	6	6.00	5.56e-06	7	6	6	6	6.50	5.56e-06
ERVLE_19q13.12d	629	6	6.00	5.48e-06	6	6	6	6	6.00	5.48e-06
MER4_Xq24a	7603	6	6.00	5.48e-06	65	6	8	11	10.50	5.48e-06
HERVL_9p24.1b	6396	6	6.00	5.44e-06	23	6	6	6	6.00	5.44e-06
LTR25_9q22.2	3612	6	6.00	5.38e-06	269	6	7	13	13.83	1.68e-05
HERV4_9q34.3b	4463	6	6.00	5.38e-06	7	6	6	7	6.33	5.38e-06
HERVL_12q21.1a	6208	6	6.00	5.32e-06	8	3	6	6	6.00	5.32e-06
HERVIP10FH_13q12.11	2027	6	6.00	5.3e-06	13	5	6	6	6.00	5.3e-06
HERVL40_5q14.3c	3584	6	6.00	5.25e-06	9	6	6	6	6.00	5.25e-06
ERVLE_9p22.3a	3443	6	6.00	5.18e-06	6	6	6	6	6.00	5.18e-06
ERVL_Xq28b	1669	6	6.00	5.17e-06	21	6	8	8	8.00	5.17e-06
ERVLE_15q25.1a	1651	6	6.00	5.17e-06	6	6	6	6	6.00	5.17e-06
LTR57_10p11.21	690	6	6.00	5.11e-06	6	6	6	6	6.00	5.11e-06
HERVFRD_Xq21.31c	6683	6	4.00	5.04e-06	19	1	6	10	9.00	5.94e-06
HML1_1p31.3	5326	6	6.00	5.02e-06	12	5	7	7	7.00	5.02e-06
MER4_1q25.1b	1221	6	6.00	4.99e-06	6	6	6	6	6.00	4.99e-06
MER41_3p22.1c	4752	6	6.00	4.94e-06	9	6	6	6	6.00	4.94e-06
HARLEQUIN_19p13.2	5411	6	6.00	4.85e-06	39	4	7	7	7.21	4.85e-06
PABLA_7q21.13	3313	6	6.00	4.85e-06	6	6	6	6	6.00	4.85e-06
LTR25_4q34.1a	6771	6	6.00	4.85e-06	71	6	6	8	7.83	4.89e-06
ERVLE_19q13.31c	3165	6	6.00	4.85e-06	13	6	6	6	6.00	4.85e-06
ERV316A3_Xp22.13	1382	6	6.00	4.77e-06	6	6	6	6	6.00	4.77e-06
HERVH_3q25.1	1671	6	6.00	4.71e-06	162	4	7	7	7.00	5.84e-06
HML2_1q32.2	4180	6	5.00	4.67e-06	676	1	7	9	7.56	5.32e-06
ERVLB4_7p21.2a	6536	6	6.00	4.66e-06	9	6	6	6	6.00	4.66e-06
HERVL_Xq21.2a	6461	6	6.00	4.65e-06	11	6	6	6	6.00	4.65e-06
ERVLB4_Xq13.3	4494	6	6.00	4.63e-06	15	6	6	8	7.17	4.63e-06
ERV316A3_15q26.3c	1538	6	2.00	4.61e-06	18	0	6	8	9.17	3.87e-06
MER4B_2q21.2	3031	6	6.00	4.6e-06	6	6	6	6	6.00	4.6e-06
MER41_19q13.2a	5315	6	6.00	4.59e-06	406	6	6	13	15.38	4.59e-06
ERV316A3_14q13.1b	6833	6	6.00	4.59e-06	6	6	6	6	6.00	4.59e-06
HUERSP3B_11q14.3	8787	6	6.00	4.58e-06	6	5	6	6	6.00	4.58e-06
ERVLE_7q31.31d	3996	6	6.00	4.57e-06	6	6	6	6	6.00	4.57e-06
